.	0	2	11	22	27	32	37	
.	47	2	7	11	22	27	32	37	42	
.	47	12859	75806	1590027	2504000	3264046	5467099	10463792	30361577	
.	48	2	7	11	22	27	32	37	42	
.	48	11941	78765	1634154	2547681	3315001	5528681	10531296	30361577	
.	49	2	7	11	22	27	32	37	42	
.	49	8848	81917	1693547	2636920	3414987	5669743	10716933	30361577	
.	50	2	7	11	22	27	32	37	42	
.	50	6953	77651	1714425	2708200	3521683	5860735	11027927	30361577	
.	51	2	7	11	22	27	32	37	42	
.	51	7435	87083	1787317	2772413	3593841	5931691	11123113	30361577	
.	52	2	7	11	22	27	32	37	42	
.	52	10817	82539	1788163	2818027	3647154	6028843	11287643	30361577	
.	53	2	7	11	22	27	32	37	42	
.	53	11387	91846	1819497	2819479	3649178	6006252	11254021	30361577	
.	54	2	7	11	22	27	32	37	42	
.	54	9983	92997	1849964	2875155	3714455	6105752	11374314	30361577	
.	55	2	7	11	22	27	32	37	42	
.	55	10396	86638	1829068	2888480	3736616	6171588	11504539	30361577	
.	56	2	7	11	22	27	32	37	42	
.	56	12464	93847	1885574	2932460	3790114	6226731	11577968	30361577	
.	57	2	7	11	22	27	32	37	42	
.	57	13143	90655	1892200	2959110	3827552	6300380	11696667	30361577	
.	58	2	7	11	22	27	32	37	42	
.	58	9540	88643	1903415	2981796	3860410	6343422	11768446	30361577	
.	59	2	7	11	22	27	32	37	42	
.	59	10996	90965	1970752	3058932	3949336	6444207	11860564	30361577	
.	60	2	7	11	22	27	32	37	42	
.	60	11223	92078	2002811	3110568	4010852	6546074	12001209	30361577	
.	61	2	7	11	22	27	32	37	42	
.	61	11354	99623	2048493	3166994	4072378	6635455	12107691	30361577	
.	62	2	7	11	22	27	32	37	42	
.	62	11429	97295	2043298	3187162	4101475	6708878	12204131	30361577	
.	63	2	7	11	22	27	32	37	42	
.	63	13682	101054	2048401	3193416	4124141	6763213	12246242	30361577	
.	64	2	7	11	22	27	32	37	42	
