A	104	13307	2855502	4559604	5915346	7986159	13301731	35343451	
A	105	8	12	22	27	32	37	41	
A	105	23435	2901886	4560143	5934014	7990900	13328842	35080416	
A	106	8	12	22	27	32	37	41	
A	106	23663	3008345	4649382	6060468	8137540	13577539	35417645	
A	107	8	12	22	27	32	37	41	
A	107	26800	3065074	4718209	6171666	8271977	13798045	35420882	
A	108	8	12	22	27	32	37	41	
A	108	35495	3177769	4814903	6267379	8343207	13798752	35045004	
A	109	8	12	22	27	32	37	41	
A	109	59061	3264497	4949486	6429893	8543272	14075559	35454198	
A	110	8	12	22	27	32	37	41	
A	110	92944	3319618	5015296	6504959	8664984	14149405	35333606	
A	111	8	12	22	27	32	37	41	
A	111	161753	3319752	4998444	6468439	8723988	14101582	35076650	
A	112	8	12	22	27	32	37	41	
A	112	184536	3460066	5090537	6586368	8904063	14375603	35424449	
A	113	8	12	22	27	32	37	41	
A	113	256039	3533235	5181092	6685039	9119175	14526321	35404934	
A	114	8	12	22	27	32	37	41	
A	114	288213	3666926	5307252	6791162	9263615	14588518	35116369	
A	115	8	12	22	27	32	37	41	
A	115	352081	3726096	5395109	6912215	9523957	14902204	35471975	
A	116	8	12	22	27	32	37	41	
A	116	399645	3842157	5509228	7045657	9724260	15020971	35401790	
A	117	8	12	22	27	32	37	41	
A	117	433122	3850862	5562327	7107916	9813276	15057231	35166585	
A	118	8	12	22	27	32	37	41	
A	118	513854	3930025	5621825	7216406	10045638	15270069	35488296	
A	119	8	12	22	27	32	37	41	
A	119	570581	4130360	5871072	7501779	10379946	15466247	35520694	
A	120	8	12	22	27	32	37	41	
A	120	651046	3963171	5760746	7417584	10369941	15271331	35115199	
A	121	8	12	22	27	32	37	41	
A	121	728882	4056049	5836710	7526353	10604817	15482880	35501226	
A	122	8	12	22	27	32	37	41	
A	122	781053	4041307	5845381	7576656	10712614	15540408	35428829	
A	123	8	12	22	27	32	37	41	
A	123	812322	4222284	6071734	7850698	11017226	15713513	35196681	
A	124	8	12	22	27	32	37	41	
A	124	800648	4004408	5770487	7504077	10553330	15015397	33937712	
A	125	8	12	22	27	32	37	41	
A	125	778709	4046095	5802870	7628428	10699861	15190590	33869414	
A	126	8	12	22	27	32	37	41	
A	126	799257	4324125	6251520	8191896	11394029	16127440	35186693	
A	127	8	12	22	27	32	37	41	
A	127	845929	4451911	6433042	8394348	11651055	16409787	35599615	
A	128	8	12	22	27	32	37	41	
A	128	892346	4593841	6589120	8582113	11848457	16615220	35470261	
